
   CPU Index           CPU Name

     02C2      -      Unknown VAX
     02C3      -      Unknown VAX
     02C4      -      Unknown VAX
     02C5      -      Unknown VAX
     02C6      -      Unknown VAX
     02C7      -      Unknown VAX
     02C8      -      Unknown VAX
     02C9      -      Unknown VAX
     02CA      -      Unknown VAX
     02CB      -      Unknown VAX
     02CC      -      Unknown VAX
     02CD      -      Unknown VAX
     02CE      -      Unknown VAX
     02CF      -      Unknown VAX
     02D0      -      Unknown VAX
     02D1      -      Unknown VAX
     02D2      -      Unknown VAX
     02D3      -      Unknown VAX
     02D4      -      Unknown VAX
     02D5      -      Unknown VAX
     02D6      -      Unknown VAX
     02D7      -      Unknown VAX
     02D8      -      Unknown VAX
     02D9      -      Unknown VAX
     02DA      -      Unknown VAX
     02DB      -      Unknown VAX
     02DC      -      Unknown VAX
     02DD      -      Unknown VAX
     02DE      -      Unknown VAX
     02DF      -      Unknown VAX
     02E0      -      Unknown VAX
     02E1      -      Unknown VAX
     02E2      -      Unknown VAX
     02E3      -      Unknown VAX
     02E4      -      Unknown VAX
     02E5      -      Unknown VAX
     02E6      -      Unknown VAX
     02E7      -      Unknown VAX
     02E8      -      Unknown VAX
     02E9      -      Unknown VAX
     02EA      -      Unknown VAX
     02EB      -      Unknown VAX
     02EC      -      Unknown VAX
     02ED      -      Unknown VAX
     02EE      -      Unknown VAX
     02EF      -      Unknown VAX
     02F0      -      Unknown VAX
     02F1      -      Unknown VAX
     02F2      -      Unknown VAX
     02F3      -      Unknown VAX
     02F4      -      Unknown VAX
     02F5      -      Unknown VAX
     02F6      -      Unknown VAX
     02F7      -      Unknown VAX
     02F8      -      Unknown VAX
     02F9      -      Unknown VAX
     02FA      -      Unknown VAX
     02FB      -      Unknown VAX
     02FC      -      Unknown VAX
     02FD      -      Unknown VAX
     02FE      -      Unknown VAX
     02FF      -      Unknown VAX
     0300      -      Unknown VAX
     0301      -      Unknown VAX
     0302      -      Unknown VAX
     0303      -      Unknown VAX
     0304      -      Unknown VAX
     0305      -      Unknown VAX
     0306      -      Unknown VAX
     0307      -      Unknown VAX
     0308      -      Unknown VAX
     0309      -      Unknown VAX
     030A      -      Unknown VAX
     030B      -      Unknown VAX
     030C      -      Unknown VAX
     030D      -      Unknown VAX
     030E      -      Unknown VAX
     030F      -      Unknown VAX
     0310      -      Unknown VAX
     0311      -      Unknown VAX
     0312      -      Unknown VAX
     0313      -      Unknown VAX
     0314      -      Unknown VAX
     0315      -      Unknown VAX
     0316      -      Unknown VAX
     0317      -      Unknown VAX
     0318      -      Unknown VAX
     0319      -      Unknown VAX
     031A      -      Unknown VAX
     031B      -      Unknown VAX
     031C      -      Unknown VAX
     031D      -      Unknown VAX
     031E      -      Unknown VAX
     031F      -      Unknown VAX
     0320      -      Unknown VAX
     0321      -      Unknown VAX
     0322      -      Unknown VAX
     0323      -      Unknown VAX
     0324      -      Unknown VAX
     0325      -      Unknown VAX
     0326      -      Unknown VAX
     0327      -      Unknown VAX
     0328      -      Unknown VAX
     0329      -      Unknown VAX
     032A      -      Unknown VAX
     032B      -      Unknown VAX
     032C      -      Unknown VAX
     032D      -      Unknown VAX
     032E      -      Unknown VAX
     032F      -      Unknown VAX
     0330      -      Unknown VAX
     0331      -      Unknown VAX
     0332      -      Unknown VAX
     0333      -      Unknown VAX
     0334      -      Unknown VAX
     0335      -      Unknown VAX
     0336      -      Unknown VAX
     0337      -      Unknown VAX
     0338      -      Unknown VAX
     0339      -      Unknown VAX
     033A      -      Unknown VAX
     033B      -      Unknown VAX
     033C      -      Unknown VAX
     033D      -      Unknown VAX
     033E      -      Unknown VAX
     033F      -      Unknown VAX
     0340      -      Unknown VAX
     0341      -      Unknown VAX
     0342      -      Unknown VAX
     0343      -      Unknown VAX
     0344      -      Unknown VAX
     0345      -      Unknown VAX
     0346      -      Unknown VAX
     0347      -      Unknown VAX
     0348      -      Unknown VAX
     0349      -      Unknown VAX
     034A      -      Unknown VAX
     034B      -      Unknown VAX
     034C      -      Unknown VAX
     034D      -      Unknown VAX
     034E      -      Unknown VAX
     034F      -      Unknown VAX
     0350      -      Unknown VAX
     0351      -      Unknown VAX
     0352      -      Unknown VAX
     0353      -      Unknown VAX
     0354      -      Unknown VAX
     0355      -      Unknown VAX
     0356      -      Unknown VAX
     0357      -      Unknown VAX
     0358      -      Unknown VAX
     0359      -      Unknown VAX
     035A      -      Unknown VAX
     035B      -      Unknown VAX
     035C      -      Unknown VAX
     035D      -      Unknown VAX
     035E      -      Unknown VAX
     035F      -      Unknown VAX
     0360      -      Unknown VAX
     0361      -      Unknown VAX
     0362      -      Unknown VAX
     0363      -      Unknown VAX
     0364      -      Unknown VAX
     0365      -      Unknown VAX
     0366      -      Unknown VAX
